run,type,module,name,attrname,attrvalue,value
General-7-20260516-23:02:29-3599,runattr,,,measurement,"$0=""avg""",
General-7-20260516-23:02:29-3599,runattr,,,network,flora.simulations.LoRaNetworkTest,
General-7-20260516-23:02:29-3599,runattr,,,processid,3599,
General-7-20260516-23:02:29-3599,runattr,,,repetition,7,
General-7-20260516-23:02:29-3599,runattr,,,replication,#7,
General-7-20260516-23:02:29-3599,runattr,,,resultdir,results,
General-7-20260516-23:02:29-3599,runattr,,,runnumber,7,
General-7-20260516-23:02:29-3599,runattr,,,seedset,7,
General-7-20260516-23:02:29-3599,config,,,image-path,../../../inet4.4/images,
General-7-20260516-23:02:29-3599,config,,,network,flora.simulations.LoRaNetworkTest,
General-7-20260516-23:02:29-3599,config,,,output-vector-file,../results/n100-gw1-s7.ini.vec,
General-7-20260516-23:02:29-3599,config,,,**.maxTransmissionDuration,4s,
General-7-20260516-23:02:29-3599,config,,,**.energyDetection,-110dBm,
General-7-20260516-23:02:29-3599,config,,,**.vector-recording,true,
General-7-20260516-23:02:29-3599,config,,,rng-class,cMersenneTwister,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[*].numUdpApps,1,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[0].packetForwarder.localPort,2000,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[0].packetForwarder.destPort,1000,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[0].packetForwarder.destAddresses,"""networkServer""",
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[0].packetForwarder.indexNumber,0,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.numApps,1,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.**.evaluateADRinServer,true,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.app[0].typename,NetworkServerApp,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.app[0].destAddresses,"""loRaGW[0]""",
General-7-20260516-23:02:29-3599,config,,,**.networkServer.app[0].destPort,2000,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.app[0].localPort,1000,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.app[0].adrMethod,"""avg""",
General-7-20260516-23:02:29-3599,config,,,**.numberOfPacketsToSend,0,
General-7-20260516-23:02:29-3599,config,,,sim-time-limit,3d,
General-7-20260516-23:02:29-3599,config,,,warmup-period,2h,
General-7-20260516-23:02:29-3599,config,,,simtime-resolution,-11,
General-7-20260516-23:02:29-3599,config,,,repeat,20,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[{0..1}].app[0].timeToFirstPacket,"uniform(0h, 1h)",
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[{0..1}].app[0].timeToNextPacket,1h,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[{2..3}].app[0].timeToFirstPacket,exponential(24h),
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[{2..3}].app[0].timeToNextPacket,exponential(24h),
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[{4..5}].app[0].timeToFirstPacket,exponential(4h),
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[{4..5}].app[0].timeToNextPacket,exponential(4h),
General-7-20260516-23:02:29-3599,config,,,**.alohaChannelModel,false,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].**.initFromDisplayString,false,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].**.evaluateADRinNode,true,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].**initialLoRaBW,125 kHz,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].**initialLoRaCR,4,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].numApps,1,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].app[0].typename,SimpleLoRaApp,
General-7-20260516-23:02:29-3599,config,,,**.LoRaGWNic.radio.iAmGateway,true,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[*].**.initFromDisplayString,false,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.typename,LoRaEnergyConsumer,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].**.energySourceModule,"""^.IdealEpEnergyStorage""",
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""../energyConsumptionParameters.xml"")",
General-7-20260516-23:02:29-3599,config,,,**.sigma,3.57,
General-7-20260516-23:02:29-3599,config,,,**.constraintAreaMinX,0m,
General-7-20260516-23:02:29-3599,config,,,**.constraintAreaMinY,0m,
General-7-20260516-23:02:29-3599,config,,,**.constraintAreaMinZ,0m,
General-7-20260516-23:02:29-3599,config,,,**.constraintAreaMaxZ,0m,
General-7-20260516-23:02:29-3599,config,,,LoRaNetworkTest.**.radio.separateTransmissionParts,false,
General-7-20260516-23:02:29-3599,config,,,LoRaNetworkTest.**.radio.separateReceptionParts,false,
General-7-20260516-23:02:29-3599,config,,,**.ipv4Delayer.config,"xmldoc(""../cloudDelays.xml"")",
General-7-20260516-23:02:29-3599,config,,,**.radio.radioMediumModule,"""LoRaMedium""",
General-7-20260516-23:02:29-3599,config,,,**.LoRaMedium.pathLossType,"""LoRaLogNormalShadowing""",
General-7-20260516-23:02:29-3599,config,,,**.minInterferenceTime,0s,
General-7-20260516-23:02:29-3599,config,,,**.displayAddresses,false,
General-7-20260516-23:02:29-3599,config,,,**.numberOfNodes,6,
General-7-20260516-23:02:29-3599,config,,,**.numberOfGateways,1,
General-7-20260516-23:02:29-3599,config,,,**.constraintAreaMaxX,2376.0m,
General-7-20260516-23:02:29-3599,config,,,**.constraintAreaMaxY,1090.0m,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[0].**.initialX,544.00m,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[0].**.initialY,544.00m,
General-7-20260516-23:02:29-3599,config,,,output-scalar-file,../results/n100-gw1-s7.ini.sca,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[0..1].app[0].sendInterval,1h,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[0].**.initialX,510.63m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[0].**.initialY,500.08m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[1].**.initialX,470.29m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[1].**.initialY,520.24m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[2].**.initialX,500.60m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[2].**.initialY,590.25m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[3].**.initialX,535.86m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[3].**.initialY,590.63m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[2..3].app[0].sendInterval,exponential(8760h),
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[4..5].app[0].sendInterval,exponential(4h),
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[4].**.initialX,650.85m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[4].**.initialY,510.11m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[5].**.initialX,680.27m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[5].**.initialY,520.84m,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[0].**initialLoRaSF,8,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[0].**initialLoRaTP,8dBm,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[1].**initialLoRaSF,9,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[1].**initialLoRaTP,8dBm,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[2].**initialLoRaSF,7,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[2].**initialLoRaTP,8dBm,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[3].**initialLoRaSF,7,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[3].**initialLoRaTP,2dBm,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[4].**initialLoRaSF,8,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[4].**initialLoRaTP,8dBm,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[5].**initialLoRaSF,7,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[5].**initialLoRaTP,2dBm,
General-7-20260516-23:02:29-3599,config,,,**.vector-recording,false,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[*].packetForwarder.highQueueLength.vector-recording,true,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[*].packetForwarder.lowQueueLength.vector-recording,true,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.app[0].delaySignal.vector-recording,true,
General-7-20260516-23:02:29-3599,config,,,**.loRaNodes[*].app[0].packetsSent:scalar,true,
General-7-20260516-23:02:29-3599,config,,,**.networkServer.app[0].totalReceivedPackets:scalar,true,
General-7-20260516-23:02:29-3599,config,,,**.loRaGW[*].**.packetDropRate:scalar,true,
General-6-20260516-22:58:45-3592,runattr,,,configname,General,
General-6-20260516-22:58:45-3592,runattr,,,datetime,20260516-22:58:45,
General-6-20260516-22:58:45-3592,runattr,,,datetimef,20260516-225845,
General-6-20260516-22:58:45-3592,runattr,,,experiment,General,
General-6-20260516-22:58:45-3592,runattr,,,inifile,n100-gw1.ini,
General-6-20260516-22:58:45-3592,runattr,,,iterationvars,"$0=""avg""",
General-6-20260516-22:58:45-3592,runattr,,,iterationvarsd,avg,
General-6-20260516-22:58:45-3592,runattr,,,iterationvarsf,avg-,
General-6-20260516-22:58:45-3592,runattr,,,measurement,"$0=""avg""",
General-6-20260516-22:58:45-3592,runattr,,,network,flora.simulations.LoRaNetworkTest,
General-6-20260516-22:58:45-3592,runattr,,,processid,3592,
General-6-20260516-22:58:45-3592,runattr,,,repetition,6,
General-6-20260516-22:58:45-3592,runattr,,,replication,#6,
General-6-20260516-22:58:45-3592,runattr,,,resultdir,results,
General-6-20260516-22:58:45-3592,runattr,,,runnumber,6,
General-6-20260516-22:58:45-3592,runattr,,,seedset,6,
General-6-20260516-22:58:45-3592,config,,,image-path,../../../inet4.4/images,
General-6-20260516-22:58:45-3592,config,,,network,flora.simulations.LoRaNetworkTest,
General-6-20260516-22:58:45-3592,config,,,output-vector-file,../results/n100-gw1-s6.ini.vec,
General-6-20260516-22:58:45-3592,config,,,**.maxTransmissionDuration,4s,
General-6-20260516-22:58:45-3592,config,,,**.energyDetection,-110dBm,
General-6-20260516-22:58:45-3592,config,,,**.vector-recording,true,
General-6-20260516-22:58:45-3592,config,,,rng-class,cMersenneTwister,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[*].numUdpApps,1,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[0].packetForwarder.localPort,2000,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[0].packetForwarder.destPort,1000,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[0].packetForwarder.destAddresses,"""networkServer""",
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[0].packetForwarder.indexNumber,0,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.numApps,1,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.**.evaluateADRinServer,true,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.app[0].typename,NetworkServerApp,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.app[0].destAddresses,"""loRaGW[0]""",
General-6-20260516-22:58:45-3592,config,,,**.networkServer.app[0].destPort,2000,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.app[0].localPort,1000,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.app[0].adrMethod,"""avg""",
General-6-20260516-22:58:45-3592,config,,,**.numberOfPacketsToSend,0,
General-6-20260516-22:58:45-3592,config,,,sim-time-limit,3d,
General-6-20260516-22:58:45-3592,config,,,warmup-period,2h,
General-6-20260516-22:58:45-3592,config,,,simtime-resolution,-11,
General-6-20260516-22:58:45-3592,config,,,repeat,20,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[{0..1}].app[0].timeToFirstPacket,"uniform(0h, 1h)",
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[{0..1}].app[0].timeToNextPacket,1h,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[{2..3}].app[0].timeToFirstPacket,exponential(24h),
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[{2..3}].app[0].timeToNextPacket,exponential(24h),
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[{4..5}].app[0].timeToFirstPacket,exponential(4h),
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[{4..5}].app[0].timeToNextPacket,exponential(4h),
General-6-20260516-22:58:45-3592,config,,,**.alohaChannelModel,false,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].**.initFromDisplayString,false,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].**.evaluateADRinNode,true,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].**initialLoRaBW,125 kHz,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].**initialLoRaCR,4,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].numApps,1,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].app[0].typename,SimpleLoRaApp,
General-6-20260516-22:58:45-3592,config,,,**.LoRaGWNic.radio.iAmGateway,true,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[*].**.initFromDisplayString,false,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.typename,LoRaEnergyConsumer,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].**.energySourceModule,"""^.IdealEpEnergyStorage""",
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""../energyConsumptionParameters.xml"")",
General-6-20260516-22:58:45-3592,config,,,**.sigma,3.57,
General-6-20260516-22:58:45-3592,config,,,**.constraintAreaMinX,0m,
General-6-20260516-22:58:45-3592,config,,,**.constraintAreaMinY,0m,
General-6-20260516-22:58:45-3592,config,,,**.constraintAreaMinZ,0m,
General-6-20260516-22:58:45-3592,config,,,**.constraintAreaMaxZ,0m,
General-6-20260516-22:58:45-3592,config,,,LoRaNetworkTest.**.radio.separateTransmissionParts,false,
General-6-20260516-22:58:45-3592,config,,,LoRaNetworkTest.**.radio.separateReceptionParts,false,
General-6-20260516-22:58:45-3592,config,,,**.ipv4Delayer.config,"xmldoc(""../cloudDelays.xml"")",
General-6-20260516-22:58:45-3592,config,,,**.radio.radioMediumModule,"""LoRaMedium""",
General-6-20260516-22:58:45-3592,config,,,**.LoRaMedium.pathLossType,"""LoRaLogNormalShadowing""",
General-6-20260516-22:58:45-3592,config,,,**.minInterferenceTime,0s,
General-6-20260516-22:58:45-3592,config,,,**.displayAddresses,false,
General-6-20260516-22:58:45-3592,config,,,**.numberOfNodes,6,
General-6-20260516-22:58:45-3592,config,,,**.numberOfGateways,1,
General-6-20260516-22:58:45-3592,config,,,**.constraintAreaMaxX,2376.0m,
General-6-20260516-22:58:45-3592,config,,,**.constraintAreaMaxY,1090.0m,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[0].**.initialX,544.00m,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[0].**.initialY,544.00m,
General-6-20260516-22:58:45-3592,config,,,output-scalar-file,../results/n100-gw1-s6.ini.sca,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[0..1].app[0].sendInterval,1h,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[0].**.initialX,510.63m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[0].**.initialY,500.08m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[1].**.initialX,470.29m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[1].**.initialY,520.24m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[2].**.initialX,500.60m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[2].**.initialY,590.25m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[3].**.initialX,535.86m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[3].**.initialY,590.63m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[2..3].app[0].sendInterval,exponential(8760h),
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[4..5].app[0].sendInterval,exponential(4h),
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[4].**.initialX,650.85m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[4].**.initialY,510.11m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[5].**.initialX,680.27m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[5].**.initialY,520.84m,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[0].**initialLoRaSF,8,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[0].**initialLoRaTP,8dBm,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[1].**initialLoRaSF,9,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[1].**initialLoRaTP,8dBm,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[2].**initialLoRaSF,7,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[2].**initialLoRaTP,8dBm,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[3].**initialLoRaSF,7,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[3].**initialLoRaTP,2dBm,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[4].**initialLoRaSF,8,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[4].**initialLoRaTP,8dBm,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[5].**initialLoRaSF,7,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[5].**initialLoRaTP,2dBm,
General-6-20260516-22:58:45-3592,config,,,**.vector-recording,false,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[*].packetForwarder.highQueueLength.vector-recording,true,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[*].packetForwarder.lowQueueLength.vector-recording,true,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.app[0].delaySignal.vector-recording,true,
General-6-20260516-22:58:45-3592,config,,,**.loRaNodes[*].app[0].packetsSent:scalar,true,
General-6-20260516-22:58:45-3592,config,,,**.networkServer.app[0].totalReceivedPackets:scalar,true,
General-6-20260516-22:58:45-3592,config,,,**.loRaGW[*].**.packetDropRate:scalar,true,
General-11-20260516-23:18:24-3631,runattr,,,configname,General,
General-11-20260516-23:18:24-3631,runattr,,,datetime,20260516-23:18:24,
General-11-20260516-23:18:24-3631,runattr,,,datetimef,20260516-231824,
General-11-20260516-23:18:24-3631,runattr,,,experiment,General,
General-11-20260516-23:18:24-3631,runattr,,,inifile,n100-gw1.ini,
General-11-20260516-23:18:24-3631,runattr,,,iterationvars,"$0=""avg""",
General-11-20260516-23:18:24-3631,runattr,,,iterationvarsd,avg,
General-11-20260516-23:18:24-3631,runattr,,,iterationvarsf,avg-,
General-11-20260516-23:18:24-3631,runattr,,,measurement,"$0=""avg""",
General-11-20260516-23:18:24-3631,runattr,,,network,flora.simulations.LoRaNetworkTest,
General-11-20260516-23:18:24-3631,runattr,,,processid,3631,
General-11-20260516-23:18:24-3631,runattr,,,repetition,11,
General-11-20260516-23:18:24-3631,runattr,,,replication,#11,
General-11-20260516-23:18:24-3631,runattr,,,resultdir,results,
General-11-20260516-23:18:24-3631,runattr,,,runnumber,11,
General-11-20260516-23:18:24-3631,runattr,,,seedset,11,
General-11-20260516-23:18:24-3631,config,,,image-path,../../../inet4.4/images,
General-11-20260516-23:18:24-3631,config,,,network,flora.simulations.LoRaNetworkTest,
General-11-20260516-23:18:24-3631,config,,,output-vector-file,../results/n100-gw1-s11.ini.vec,
General-11-20260516-23:18:24-3631,config,,,**.maxTransmissionDuration,4s,
General-11-20260516-23:18:24-3631,config,,,**.energyDetection,-110dBm,
General-11-20260516-23:18:24-3631,config,,,**.vector-recording,true,
General-11-20260516-23:18:24-3631,config,,,rng-class,cMersenneTwister,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[*].numUdpApps,1,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[0].packetForwarder.localPort,2000,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[0].packetForwarder.destPort,1000,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[0].packetForwarder.destAddresses,"""networkServer""",
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[0].packetForwarder.indexNumber,0,
General-11-20260516-23:18:24-3631,config,,,**.networkServer.numApps,1,
General-11-20260516-23:18:24-3631,config,,,**.networkServer.**.evaluateADRinServer,true,
General-11-20260516-23:18:24-3631,config,,,**.networkServer.app[0].typename,NetworkServerApp,
General-11-20260516-23:18:24-3631,config,,,**.networkServer.app[0].destAddresses,"""loRaGW[0]""",
General-11-20260516-23:18:24-3631,config,,,**.networkServer.app[0].destPort,2000,
General-11-20260516-23:18:24-3631,config,,,**.networkServer.app[0].localPort,1000,
General-11-20260516-23:18:24-3631,config,,,**.networkServer.app[0].adrMethod,"""avg""",
General-11-20260516-23:18:24-3631,config,,,**.numberOfPacketsToSend,0,
General-11-20260516-23:18:24-3631,config,,,sim-time-limit,3d,
General-11-20260516-23:18:24-3631,config,,,warmup-period,2h,
General-11-20260516-23:18:24-3631,config,,,simtime-resolution,-11,
General-11-20260516-23:18:24-3631,config,,,repeat,20,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[{0..1}].app[0].timeToFirstPacket,"uniform(0h, 1h)",
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[{0..1}].app[0].timeToNextPacket,1h,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[{2..3}].app[0].timeToFirstPacket,exponential(24h),
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[{2..3}].app[0].timeToNextPacket,exponential(24h),
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[{4..5}].app[0].timeToFirstPacket,exponential(4h),
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[{4..5}].app[0].timeToNextPacket,exponential(4h),
General-11-20260516-23:18:24-3631,config,,,**.alohaChannelModel,false,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].**.initFromDisplayString,false,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].**.evaluateADRinNode,true,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].**initialLoRaBW,125 kHz,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].**initialLoRaCR,4,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].numApps,1,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].app[0].typename,SimpleLoRaApp,
General-11-20260516-23:18:24-3631,config,,,**.LoRaGWNic.radio.iAmGateway,true,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[*].**.initFromDisplayString,false,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.typename,LoRaEnergyConsumer,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].**.energySourceModule,"""^.IdealEpEnergyStorage""",
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""../energyConsumptionParameters.xml"")",
General-11-20260516-23:18:24-3631,config,,,**.sigma,3.57,
General-11-20260516-23:18:24-3631,config,,,**.constraintAreaMinX,0m,
General-11-20260516-23:18:24-3631,config,,,**.constraintAreaMinY,0m,
General-11-20260516-23:18:24-3631,config,,,**.constraintAreaMinZ,0m,
General-11-20260516-23:18:24-3631,config,,,**.constraintAreaMaxZ,0m,
General-11-20260516-23:18:24-3631,config,,,LoRaNetworkTest.**.radio.separateTransmissionParts,false,
General-11-20260516-23:18:24-3631,config,,,LoRaNetworkTest.**.radio.separateReceptionParts,false,
General-11-20260516-23:18:24-3631,config,,,**.ipv4Delayer.config,"xmldoc(""../cloudDelays.xml"")",
General-11-20260516-23:18:24-3631,config,,,**.radio.radioMediumModule,"""LoRaMedium""",
General-11-20260516-23:18:24-3631,config,,,**.LoRaMedium.pathLossType,"""LoRaLogNormalShadowing""",
General-11-20260516-23:18:24-3631,config,,,**.minInterferenceTime,0s,
General-11-20260516-23:18:24-3631,config,,,**.displayAddresses,false,
General-11-20260516-23:18:24-3631,config,,,**.numberOfNodes,6,
General-11-20260516-23:18:24-3631,config,,,**.numberOfGateways,1,
General-11-20260516-23:18:24-3631,config,,,**.constraintAreaMaxX,2376.0m,
General-11-20260516-23:18:24-3631,config,,,**.constraintAreaMaxY,1090.0m,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[0].**.initialX,544.00m,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[0].**.initialY,544.00m,
General-11-20260516-23:18:24-3631,config,,,output-scalar-file,../results/n100-gw1-s11.ini.sca,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[0..1].app[0].sendInterval,1h,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[0].**.initialX,510.63m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[0].**.initialY,500.08m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[1].**.initialX,470.29m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[1].**.initialY,520.24m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[2].**.initialX,500.60m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[2].**.initialY,590.25m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[3].**.initialX,535.86m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[3].**.initialY,590.63m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[2..3].app[0].sendInterval,exponential(8760h),
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[4..5].app[0].sendInterval,exponential(4h),
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[4].**.initialX,650.85m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[4].**.initialY,510.11m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[5].**.initialX,680.27m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[5].**.initialY,520.84m,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[0].**initialLoRaSF,8,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[0].**initialLoRaTP,8dBm,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[1].**initialLoRaSF,9,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[1].**initialLoRaTP,8dBm,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[2].**initialLoRaSF,7,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[2].**initialLoRaTP,8dBm,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[3].**initialLoRaSF,7,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[3].**initialLoRaTP,2dBm,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[4].**initialLoRaSF,8,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[4].**initialLoRaTP,8dBm,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[5].**initialLoRaSF,7,
General-11-20260516-23:18:24-3631,config,,,**.loRaNodes[5].**initialLoRaTP,2dBm,
General-11-20260516-23:18:24-3631,config,,,**.vector-recording,false,
General-11-20260516-23:18:24-3631,config,,,**.loRaGW[*].packetForwarder.highQueueLength.vector-recording,true,
